d1,d2,scale,orig_o1,orig_o2,patched_o1,patched_o2,swapped
18,31,2.2275,18,31,18,31,False
17,16,8.471,17,17,70,16,False
40,46,6.3745,40,46,70,40,False
42,49,7.1815,42,49,70,42,False
45,99,6.0695,45,99,70,34,False
67,75,5.9455,67,75,70,70,False
55,19,6.5905000000000005,55,19,70,34,False
70,13,1.456,70,13,70,13,False
89,56,6.2035,89,56,70,77,False
47,31,2.4485,47,17,70,65,False
3,35,3.617,3,35,3,35,False
22,49,7.91,22,22,70,20,False
14,18,9.767,14,18,18,18,False
25,92,2.0435,25,92,25,92,False
67,69,9.581,67,69,70,69,False
55,22,6.2905,55,22,70,34,False
18,21,6.719,18,21,70,18,False
65,22,6.5675,65,22,70,34,False
51,32,6.2895,51,32,70,51,False
54,43,7.8985,54,43,70,43,False
43,4,1.3539999999999999,43,4,43,4,False
36,74,5.941,36,74,70,34,False
15,53,8.403500000000001,15,53,70,53,False
35,30,5.7075,35,30,30,35,True
6,41,1.8339999999999999,6,41,6,41,False
34,72,5.879,34,72,70,70,False
98,84,7.933,98,84,70,84,False
43,22,1.6675,43,22,43,22,False
48,22,1.6575000000000002,48,22,48,22,False
87,63,2.8325,87,63,87,63,False
58,36,2.4505,58,36,58,36,False
55,16,9.354,55,16,70,16,False
52,23,6.075,52,23,70,34,False
73,26,6.51,73,26,70,34,False
67,7,5.943,67,7,70,70,False
2,63,6.3075,2,63,70,70,False
17,5,9.093499999999999,17,5,70,5,False
39,99,5.947,39,99,70,70,False
11,68,7.7010000000000005,11,68,70,70,False
75,92,7.83,75,92,70,92,False
93,92,6.3545,93,92,70,86,False
31,83,2.7405,31,83,31,83,False
75,61,8.4,75,61,77,61,False
84,19,6.244,84,19,70,70,False
35,75,5.907,35,75,70,51,False
14,0,9.9835,14,0,0,0,False
57,24,1.1185,57,24,57,24,False
96,75,5.9995,96,75,70,77,False
70,39,1.5165,70,39,70,39,False
28,29,6.0280000000000005,28,29,70,70,False
67,32,9.331,67,32,70,32,False
44,26,1.9460000000000002,44,26,44,26,False
32,10,6.0005,32,10,70,70,False
73,54,5.985,73,54,70,70,False
16,34,7.9030000000000005,16,34,70,34,False
98,27,7.5024999999999995,98,27,70,98,False
42,74,6.0235,42,74,70,51,False
12,72,1.3255,12,72,12,72,False
77,75,5.8515,77,75,70,70,False
88,41,2.6215,88,41,88,41,False
18,64,6.497,18,64,70,18,False
5,86,6.8215,5,86,70,86,False
8,19,6.211,8,19,70,70,False
9,72,1.3505,9,72,9,72,False
39,61,6.7219999999999995,39,61,70,39,False
2,50,6.1905,2,50,70,70,False
78,58,2.6405,78,58,78,58,False
6,58,7.627,6,6,70,58,False
14,53,9.192,14,53,53,53,False
8,58,2.3770000000000002,8,58,8,58,False
58,33,2.7215,58,33,58,33,False
78,50,6.21,78,50,70,34,False
8,72,5.898,8,72,70,70,False
11,83,2.457,11,83,11,83,False
70,50,5.985,70,50,70,70,False
70,33,6.0615000000000006,70,33,70,70,False
85,49,7.1315,85,49,70,85,False
71,19,6.051,71,19,70,70,False
72,33,6.926,72,33,70,94,False
32,75,5.9325,32,75,70,70,False
6,20,3.3275,6,20,6,20,False
21,8,8.100999999999999,21,8,70,8,False
92,95,6.022,92,95,70,86,False
45,61,2.6014999999999997,45,61,45,61,False
17,73,8.6295,17,73,70,73,False
87,4,1.393,87,4,87,4,False
11,81,1.8690000000000002,11,81,11,81,False
53,33,6.4965,53,33,70,53,False
47,3,2.342,47,3,47,3,False
77,9,6.5835,77,9,70,77,False
91,21,2.0285,91,21,91,21,False
86,94,6.7785,86,94,70,86,False
81,45,2.2435,81,45,81,45,False
17,24,5.936,17,24,70,70,False
12,62,6.1355,12,62,70,34,False
65,43,2.135,65,43,65,43,False
33,75,1.0815,33,75,33,75,False
43,99,5.9915,43,99,70,34,False
8,63,6.334,8,63,70,51,False
97,24,5.95,97,24,70,70,False
0,45,6.5975,0,45,70,0,False
19,88,4.023,88,88,88,19,True
98,79,2.504,98,79,98,79,False
26,43,7.7535,43,43,70,39,False
10,26,8.9465,10,26,34,26,False
58,30,5.197500000000001,30,30,70,58,False
65,54,5.9915,65,54,70,34,False
43,74,5.9245,43,74,70,51,False
52,74,5.9425,52,74,70,34,False
1,74,5.9415,1,74,70,70,False
77,56,5.9195,77,56,70,70,False
96,26,2.3615,96,26,96,26,False
90,64,9.86,90,90,34,64,False
25,75,5.9305,25,75,70,34,False
51,30,6.179,51,30,70,51,False
70,36,6.095,70,36,70,70,False
34,42,1.7610000000000001,34,42,34,42,False
8,80,6.1865000000000006,8,80,70,70,False
14,50,6.4575,14,50,70,34,False
30,43,6.4879999999999995,30,43,70,51,False
67,66,9.559000000000001,67,66,70,66,False
69,93,2.076,69,93,69,90,False
76,16,8.614,76,16,70,16,False
1,7,5.9485,1,7,70,70,False
6,92,6.5195,6,92,70,15,False
71,55,1.8864999999999998,71,55,71,55,False
21,73,7.5985,21,21,70,73,False
31,40,9.280000000000001,31,31,70,51,False
90,4,1.3485,90,4,90,4,False
16,44,2.865,16,44,16,44,False
62,50,8.1265,62,50,70,50,False
69,87,6.7785,69,87,70,69,False
93,25,7.295999999999999,93,25,70,93,False
40,69,7.032,69,69,70,51,False
35,50,1.6529999999999998,35,50,35,50,False
12,24,5.954,12,24,70,70,False
93,22,6.176,93,22,70,70,False
65,99,6.082,65,99,70,77,False
17,1,8.85,17,17,70,1,False
30,11,7.4205000000000005,30,30,70,11,False
76,87,2.855,76,87,76,87,False
15,89,2.4675,15,89,15,89,False
34,11,1.6785,34,11,34,11,False
6,45,7.181,6,45,70,6,False
11,19,6.197,11,19,70,70,False
82,80,6.345,82,80,70,70,False
84,62,6.0215,84,62,70,70,False
67,42,3.825,67,42,67,42,False
89,8,9.288,89,8,70,8,False
5,20,6.9635,5,20,70,5,False
83,56,6.3095,83,56,70,15,False
2,82,2.0305,2,9,2,27,False
70,81,1.344,70,81,70,81,False
38,46,2.0909999999999997,38,46,38,46,False
17,71,8.406,17,71,70,71,False
1,91,8.085,1,91,70,91,False
64,54,6.0425,64,54,70,34,False
70,41,6.004,70,41,70,70,False
23,95,8.839,95,95,70,70,False
81,35,5.1345,35,35,35,81,True
51,22,5.9335,51,22,70,70,False
74,61,8.5615,74,61,77,61,False
16,56,6.0985,16,56,70,70,False
30,65,2.4709999999999996,30,65,30,65,False
38,1,8.6035,38,1,70,1,False
67,4,6.0445,67,4,70,86,False
98,1,7.845000000000001,98,98,70,1,False
87,23,1.1175,87,23,87,23,False
70,62,5.9055,70,62,70,70,False
28,0,8.3,28,0,70,0,False
83,63,7.529,83,63,70,83,False
73,6,2.652,73,6,73,6,False
50,43,2.0315000000000003,50,43,43,50,True
59,45,7.246,59,45,70,59,False
31,41,6.4395,31,41,70,31,False
2,98,2.051,2,98,2,98,False
3,68,9.035499999999999,3,68,70,68,False
73,13,3.48,73,13,73,13,False
27,61,2.208,27,61,27,61,False
18,74,5.9535,18,74,70,70,False
1,70,3.5415,1,70,70,1,True
67,99,5.96,67,99,70,70,False
39,56,6.2245,39,56,70,34,False
72,94,7.8735,72,94,70,94,False
41,62,1.2565,41,62,41,62,False
62,56,2.251,56,56,56,62,True
37,31,4.170999999999999,37,31,31,37,True
39,79,3.624,39,79,39,79,False
39,1,6.047,39,1,1,39,True
32,70,3.873,32,70,70,32,True
16,71,7.9015,16,71,70,71,False
67,84,9.374500000000001,67,84,70,84,False
16,67,2.9575,16,67,16,67,False
19,97,9.625499999999999,19,97,70,97,False
15,35,2.501,15,35,15,35,False
58,12,7.4605,58,12,70,58,False
91,64,6.4985,91,64,70,91,False
20,4,6.3149999999999995,20,4,70,15,False
91,76,1.935,91,76,91,76,False
40,70,2.6195,40,70,70,40,True
40,25,6.5975,40,25,70,40,False
68,0,2.1454999999999997,68,0,68,0,False
86,56,5.9705,86,56,70,70,False
91,88,6.5755,91,88,70,91,False
14,82,9.902000000000001,14,82,70,82,False
11,50,6.2035,11,50,70,70,False
53,66,2.0965,53,66,53,66,False
8,52,6.7505,8,52,70,8,False
86,95,5.9065,86,95,70,70,False
79,41,2.798,79,41,79,41,False
71,7,5.9005,71,7,70,70,False
72,47,8.1915,72,47,70,47,False
67,74,5.98,67,74,70,70,False
26,7,5.932,26,7,70,51,False
31,63,6.4895,31,63,70,51,False
0,33,6.7,0,33,70,0,False
37,45,6.9785,37,45,70,37,False
24,43,8.0115,24,43,70,43,False
0,57,1.375,0,57,0,57,False
76,22,6.3175,76,22,70,34,False
40,18,6.8934999999999995,40,18,70,18,False
71,61,6.156,71,61,70,70,False
87,10,1.1245,87,10,87,10,False
53,14,1.984,53,14,53,14,False
85,63,7.3629999999999995,85,63,70,85,False
40,67,6.8870000000000005,40,67,70,86,False
70,71,1.5220000000000002,70,71,70,71,False
34,82,6.4815000000000005,34,82,70,34,False
38,12,2.4165,38,12,38,12,False
70,34,1.6025,70,70,70,34,False
14,5,9.766,14,5,70,5,False
77,31,6.4725,77,65,70,77,False
98,89,8.0735,98,89,70,98,False
21,89,3.5035,21,89,21,89,False
96,62,6.059,96,62,70,86,False
40,65,1.866,40,65,40,65,False
12,10,6.009,12,10,70,34,False
77,62,5.9715,70,62,70,70,False
84,2,6.9805,84,2,70,2,False
35,90,3.5925000000000002,35,90,35,90,False
89,92,1.6515,89,92,89,92,False
0,78,2.995,0,0,0,78,False
86,27,6.53,86,27,70,86,False
39,29,6.021,39,29,70,70,False
58,92,1.5785,58,92,58,92,False
93,76,2.8375000000000004,93,76,93,46,False
38,82,8.868500000000001,38,82,70,82,False
47,88,6.713,47,88,70,47,False
31,75,5.937,31,75,70,70,False
78,97,2.4745,78,97,78,97,False
86,62,5.924,86,62,70,70,False
40,24,5.9285,40,24,70,70,False
30,85,7.791,30,85,70,30,False
86,58,1.9714999999999998,86,58,86,58,False
70,84,1.4695,70,84,70,84,False
68,37,1.8969999999999998,68,37,68,37,False
98,88,2.554,98,88,98,88,False
53,62,5.9559999999999995,53,62,70,70,False
54,74,1.2315,54,74,54,74,False
28,23,6.042,28,23,70,70,False
8,27,6.7669999999999995,8,27,70,8,False
84,17,2.3195,84,17,84,17,False
31,49,6.3905,31,49,70,70,False
2,35,6.8745,2,35,70,2,False
14,52,3.2645,14,52,14,52,False
91,89,1.9855,91,89,91,89,False
17,25,8.111,17,25,70,17,False
46,62,1.3010000000000002,46,62,46,62,False
29,57,8.762,29,57,70,57,False
16,23,5.932,16,23,70,70,False
11,23,5.9365,11,23,70,70,False
78,32,2.383,78,78,78,32,False
95,56,1.9425000000000001,56,56,56,95,True
76,24,6.014,76,24,70,70,False
18,96,6.6405,18,96,70,18,False
5,68,2.6384999999999996,68,68,68,5,True
54,19,7.8095,54,19,70,19,False
69,71,7.1745,69,71,70,71,False
17,28,9.4375,17,17,70,28,False
14,32,8.777000000000001,14,14,70,32,False
30,40,7.6605,30,40,70,40,False
6,44,9.43,6,44,70,6,False
85,92,6.817,85,92,70,15,False
93,96,7.4445,93,96,70,93,False
93,72,5.973,93,72,70,70,False
77,48,6.4105,77,48,70,77,False
76,25,3.2840000000000003,76,25,76,25,False
52,7,6.032,52,7,70,51,False
38,80,6.3195,38,80,70,34,False
64,49,2.222,64,49,64,49,False
39,22,6.2695,39,22,70,15,False
28,12,2.1465,28,12,28,12,False
86,75,5.897,86,75,70,70,False
16,20,7.3629999999999995,16,20,70,16,False
58,34,5.4685,58,34,34,58,True
80,75,1.1844999999999999,80,75,80,75,False
72,87,7.1075,72,87,70,87,False
8,84,2.0225,8,84,8,33,False
72,49,6.567,72,49,70,15,False
66,27,7.2165,66,27,70,66,False
66,72,5.954,66,72,70,70,False
42,19,6.9735,42,19,70,16,False
34,26,6.157,34,26,70,34,False
28,47,7.8405000000000005,28,47,70,47,False
1,62,6.004,1,62,70,70,False
76,65,3.553,76,65,76,65,False
84,85,2.4765,84,85,84,85,False
56,41,8.453,56,41,70,41,False
51,13,6.33,51,13,70,51,False
37,64,2.7275,37,64,37,64,False
39,55,5.729,55,55,55,39,True
91,29,5.9655000000000005,70,29,70,70,False
72,55,8.254,72,55,70,55,False
8,65,6.708,8,65,70,8,False
66,46,6.699,66,46,70,66,False
52,72,6.1315,52,72,70,34,False
47,92,6.189,47,92,70,70,False
73,49,6.455,73,49,70,73,False
83,74,6.052,83,74,70,77,False
67,81,2.5025,67,81,67,81,False
34,60,6.575,34,19,70,34,False
66,52,2.3649999999999998,66,52,66,52,False
68,20,6.6245,68,20,70,68,False
14,33,2.658,14,33,14,33,False
18,56,6.0009999999999994,18,56,70,70,False
11,63,6.37,11,63,70,70,False
5,40,7.5395,5,5,70,51,False
16,70,4.087,16,70,70,16,True
83,87,5.2065,83,87,83,87,False
70,56,5.872,70,56,70,70,False
14,36,7.4605,14,36,70,14,False
97,99,5.964,97,99,70,70,False
24,80,7.9399999999999995,24,80,70,80,False
82,51,4.1135,82,51,51,82,True
17,63,6.75,17,63,70,86,False
11,35,2.3405,11,35,11,35,False
53,47,1.4500000000000002,53,53,53,48,False
67,72,5.9705,67,72,70,70,False
53,45,6.445,53,45,70,53,False
2,47,5.997,47,47,70,2,False
89,44,4.686000000000001,89,44,89,44,False
59,68,5.0385,59,68,68,59,True
19,85,9.8705,19,85,70,85,False
31,30,2.2755,31,30,31,30,False
34,51,7.1715,34,51,70,51,False
28,2,7.886,28,28,70,2,False
70,38,1.335,70,38,70,38,False
77,69,1.738,77,69,77,69,False
6,73,8.9215,6,73,70,73,False
15,1,1.982,15,15,15,81,False
12,4,6.152,12,4,70,15,False
11,0,8.004999999999999,11,11,70,70,False
82,92,6.389,82,92,70,70,False
40,73,2.5795,40,73,40,73,False
69,18,7.6395,69,18,70,18,False
45,43,2.766,45,43,73,43,False
29,61,9.597999999999999,29,61,70,61,False
93,95,6.031,93,95,70,70,False
11,22,6.0969999999999995,11,22,70,70,False
84,34,2.5105,84,34,34,84,True
91,77,6.598,91,91,70,77,False
89,9,5.357,89,9,89,9,False
86,59,1.8215000000000001,86,59,86,59,False
26,72,1.397,26,72,26,72,False
31,10,6.015,31,10,70,70,False
73,79,7.288,73,79,70,73,False
91,2,2.4555,91,2,91,2,False
91,3,2.0745,91,3,91,3,False
73,50,6.3205,73,50,70,34,False
89,34,9.6785,89,34,34,34,False
5,88,2.1365,5,88,5,88,False
54,92,7.651,54,92,70,92,False
30,42,2.9194999999999998,30,42,30,42,False
15,63,6.384,15,63,70,15,False
18,12,6.468,18,12,70,18,False
69,7,5.966,69,7,70,70,False
77,63,6.204,77,63,70,70,False
78,5,9.478,78,5,70,70,False
51,3,6.3375,51,3,70,51,False
77,21,1.7485000000000002,77,21,77,21,False
19,32,9.2285,19,32,70,32,False
47,44,6.839,47,44,70,70,False
33,61,7.4175,61,61,70,33,False
47,18,7.0105,47,18,70,18,False
25,43,2.3715,25,43,25,43,False
21,5,8.795,21,5,70,5,False
66,9,2.9855,66,9,66,9,False
59,99,5.998,59,99,70,70,False
81,64,2.9845,81,64,81,64,False
69,86,7.358499999999999,69,86,70,86,False
51,76,6.2865,51,76,70,51,False
88,49,7.6315,49,49,70,88,False
56,72,6.682,56,56,70,77,False
53,26,6.2364999999999995,53,26,70,53,False
79,23,1.2005,79,23,79,23,False
69,58,2.8735,69,58,69,58,False
11,12,6.6114999999999995,11,12,70,11,False
31,9,2.5295,31,9,31,9,False
82,13,8.903500000000001,82,13,70,82,False
86,64,6.45,86,64,70,86,False
72,17,7.954000000000001,72,17,70,17,False
91,84,1.8325,91,84,91,84,False
83,24,5.9785,83,24,70,70,False
0,35,7.2170000000000005,0,35,70,0,False
73,5,9.57,73,5,70,5,False
9,74,6.039,9,74,70,51,False
66,40,7.8535,66,40,70,40,False
41,29,1.1995,41,29,41,29,False
82,86,8.2705,82,86,70,86,False
15,80,6.3095,15,80,70,70,False
5,80,6.2219999999999995,5,80,70,70,False
51,88,6.2615,51,88,70,51,False
69,32,2.4810000000000003,69,32,69,27,False
68,90,6.4399999999999995,68,90,70,70,False
18,67,1.969,18,67,18,67,False
58,43,6.582,58,43,70,58,False
86,12,6.4190000000000005,86,12,70,86,False
94,75,5.926,94,75,70,77,False
59,25,3.2329999999999997,59,25,59,25,False
94,19,1.9285,94,19,94,19,False
89,45,7.250500000000001,89,45,70,89,False
53,83,6.9495000000000005,53,83,70,53,False
97,61,2.043,97,61,97,61,False
1,33,6.9735,1,33,70,1,False
15,10,6.0355,15,10,70,70,False
91,34,5.342,34,34,70,34,False
30,49,6.4175,30,49,70,51,False
32,9,3.0155000000000003,32,9,32,9,False
44,81,8.331,81,81,70,44,False
32,62,5.999,32,62,70,70,False
41,23,1.325,41,23,41,23,False
3,94,3.95,3,94,3,94,False
28,60,3.593,28,60,28,60,False
8,28,1.9754999999999998,8,28,8,33,False
84,26,6.344,84,26,70,77,False
36,61,2.4955,36,61,36,61,False
42,75,6.0265,42,75,70,51,False
21,33,7.2125,21,33,70,21,False
77,70,2.2350000000000003,77,70,70,77,True
93,34,7.500500000000001,93,34,70,34,False
91,17,6.5605,91,17,70,70,False
85,54,6.0105,85,54,70,77,False
59,48,3.521,59,48,59,48,False
84,14,7.16,84,14,70,34,False
60,97,5.0825,60,97,60,97,False
18,8,2.0084999999999997,18,8,18,8,False
99,19,7.999499999999999,99,19,70,19,False
44,23,6.0655,44,23,70,70,False
98,69,8.0,98,69,70,69,False
68,64,6.5125,68,64,70,68,False
60,10,6.0145,60,10,70,70,False
18,66,2.055,18,66,18,66,False
67,97,8.7005,67,97,70,67,False
28,73,7.4475,28,28,70,73,False
89,19,6.601,89,19,70,34,False
92,62,6.094,92,62,70,15,False
98,13,3.6975,98,13,98,13,False
69,48,7.05,69,48,70,69,False
53,37,1.9695,53,37,53,37,False
34,38,1.5615,34,38,34,38,False
93,62,6.0295000000000005,93,62,70,70,False
66,21,6.6325,21,21,70,66,False
97,63,2.1990000000000003,97,63,97,63,False
98,53,7.74,98,53,70,53,False
68,16,2.1885000000000003,68,16,68,16,False
83,26,7.176,83,26,70,83,False
97,95,6.005,97,95,70,86,False
76,27,3.3425000000000002,76,27,76,27,False
86,38,1.6400000000000001,86,38,86,38,False
16,51,8.4885,16,51,51,51,False
16,83,3.2355,16,83,16,83,False
34,33,6.327,34,33,70,34,False
3,12,7.127,3,12,70,3,False
44,27,4.625,44,27,44,27,False
49,38,9.057500000000001,49,38,70,38,False
59,12,2.5235,59,12,59,12,False
53,31,2.147,53,31,53,31,False
73,87,2.2165,73,87,73,87,False
0,98,2.2195,0,44,0,36,False
78,94,7.5205,78,94,70,78,False
60,7,5.9715,60,7,70,70,False
60,8,9.8035,60,8,70,8,False
20,7,5.8955,20,7,70,77,False
47,46,6.4975000000000005,47,46,70,70,False
72,7,5.872,72,7,70,70,False
55,38,7.547499999999999,55,38,70,55,False
21,70,4.365,21,70,70,21,True
21,29,6.0195,21,29,70,70,False
83,92,6.8845,83,92,70,15,False
19,66,9.9825,19,66,70,66,False
34,68,1.3039999999999998,34,68,34,37,False
73,14,2.7914999999999996,73,14,73,14,False
84,54,5.989,84,54,70,70,False
47,30,6.655,47,30,70,70,False
6,78,4.3995,6,78,78,6,True
84,57,6.2565,84,57,70,70,False
6,0,9.599499999999999,6,0,70,0,False
76,63,6.8315,76,63,70,15,False
37,78,8.146,37,78,70,78,False
21,41,6.632,21,41,70,21,False
30,90,6.946,30,90,70,30,False
40,41,6.301,40,41,70,70,False
30,61,6.486,30,61,70,77,False
31,97,2.5734999999999997,31,97,31,97,False
81,66,9.724499999999999,81,66,70,66,False
67,68,9.591999999999999,67,68,70,68,False
29,50,8.757,29,50,70,50,False
32,1,8.012,32,1,70,1,False
82,96,7.623,82,96,70,82,False
47,24,5.933,47,24,70,70,False
88,22,6.5695,88,22,70,15,False
5,56,6.0645,5,56,70,70,False
14,90,2.6700000000000004,14,90,14,90,False
77,24,5.882,77,24,70,70,False
28,65,2.567,28,65,28,65,False
54,95,5.606,54,95,70,67,False
76,57,6.5075,76,57,70,34,False
77,20,6.4485,77,20,70,77,False
14,56,6.1585,14,56,70,34,False
18,15,2.4825,18,15,18,15,False
86,81,1.617,86,81,86,81,False
38,40,8.219,38,40,70,40,False
96,23,6.0305,96,23,70,86,False
8,14,2.1595,8,14,8,14,False
24,92,7.8,24,92,70,92,False
9,80,6.703,9,80,70,9,False
68,8,2.027,68,8,68,8,False
83,72,6.0825,83,72,70,70,False
1,49,6.367,1,49,70,70,False
47,26,6.288,47,26,70,70,False
0,7,5.9605,0,7,70,70,False
38,63,6.5755,38,63,70,15,False
15,42,2.366,15,42,15,42,False
0,41,6.391,0,41,70,70,False
40,88,6.6345,40,88,70,40,False
40,89,2.1345,40,89,40,89,False
77,97,6.4595,77,97,70,77,False
14,79,3.271,14,79,14,79,False
82,5,8.393,82,5,70,5,False
15,44,7.173,15,44,70,15,False
53,44,1.9925000000000002,53,44,53,44,False
84,46,6.618,84,46,70,34,False
10,19,8.901,10,19,70,19,False
21,23,5.973,21,23,70,70,False
71,66,1.9215,71,66,71,66,False
67,54,5.96,67,54,70,70,False
68,87,6.5005,68,87,70,68,False
93,94,3.531,93,94,93,94,False
78,41,6.4615,78,41,70,70,False
2,21,2.0885000000000002,2,21,2,21,False
85,87,9.979,85,87,70,85,False
3,11,8.2295,3,11,70,11,False
53,54,5.93,53,54,70,70,False
0,46,6.5595,0,46,70,0,False
81,7,5.9065,81,7,70,70,False
60,45,7.313000000000001,60,45,70,60,False
28,53,7.7905,28,53,70,53,False
6,36,2.5135,6,36,6,36,False
76,7,6.041,76,7,70,70,False
44,85,5.5024999999999995,44,44,44,85,False
93,69,7.468999999999999,93,93,70,69,False
83,62,6.2135,83,62,70,34,False
16,79,7.2225,16,79,70,16,False
73,20,7.5024999999999995,73,20,70,73,False
86,83,6.827,86,83,70,86,False
19,4,1.308,19,4,19,4,False
64,72,6.0705,64,72,70,34,False
70,45,6.085,70,45,70,70,False
35,7,5.9545,35,7,70,51,False
82,65,2.7695,82,65,82,65,False
47,19,6.1739999999999995,47,19,70,70,False
3,50,6.518,3,50,70,34,False
80,29,6.0905000000000005,80,29,70,34,False
2,77,7.233499999999999,2,77,70,77,False
58,64,7.8795,58,64,70,58,False
2,29,5.9265,2,29,70,70,False
21,38,7.0445,21,38,70,34,False
8,54,5.934,8,54,70,70,False
19,58,9.9285,19,58,70,58,False
76,32,8.6975,76,76,70,32,False
28,92,6.384,28,92,70,86,False
59,43,1.733,59,43,59,43,False
28,22,6.2405,28,22,70,70,False
6,11,8.86,6,6,70,11,False
58,4,6.157,58,4,70,70,False
67,48,7.981,67,48,70,67,False
55,10,6.0675,55,10,70,70,False
1,42,2.6045,1,42,1,42,False
37,81,7.3505,37,81,70,15,False
67,1,9.4185,67,1,70,1,False
71,0,1.941,71,0,71,0,False
3,41,6.788,3,41,70,34,False
1,4,6.025,1,4,70,70,False
37,33,7.3765,37,33,70,15,False
28,83,8.408999999999999,28,83,70,28,False
91,24,5.9065,91,24,70,70,False
34,53,1.866,34,53,34,53,False
71,12,6.386,71,12,70,70,False
22,19,7.5525,22,22,70,67,False
8,12,6.5625,8,12,70,8,False
19,24,5.8405000000000005,19,24,70,70,False
11,14,6.8625,11,52,70,11,False
78,21,7.0595,21,21,70,78,False
82,0,8.4535,82,0,70,0,False
71,67,1.8675,71,67,71,67,False
94,74,5.961,94,74,70,77,False
40,28,2.151,40,28,40,28,False
68,48,6.593,68,48,70,68,False
3,85,8.347999999999999,3,85,70,3,False
70,11,1.476,70,11,70,11,False
92,23,1.2375,92,23,92,23,False
66,29,6.0125,66,29,70,70,False
72,90,7.218999999999999,72,90,70,94,False
58,90,7.448,58,90,70,58,False
82,24,5.987,82,24,70,70,False
69,60,2.6969999999999996,69,60,69,60,False
40,14,6.72,40,14,70,51,False
79,19,2.577,79,19,73,19,False
55,56,6.2044999999999995,55,56,70,51,False
48,26,7.46,48,26,70,48,False
28,7,5.9785,28,7,70,70,False
69,75,5.905,69,75,70,70,False
66,19,6.3275,66,19,70,34,False
17,57,1.6145,17,57,17,57,False
65,46,3.216,65,46,65,46,False
7,92,7.3795,7,92,70,92,False
6,25,3.1995,6,25,6,25,False
38,50,1.546,38,50,38,50,False
30,91,8.1075,30,91,70,91,False
11,58,2.427,11,58,11,64,False
32,29,5.963,32,29,70,70,False
16,61,6.4254999999999995,16,61,70,34,False
67,44,3.5995,67,44,67,44,False
27,54,5.904,27,54,70,34,False
12,49,2.2675,12,49,12,49,False
69,85,7.302,69,85,70,69,False
98,40,7.651,98,40,70,40,False
38,48,2.9875000000000003,38,48,38,48,False
1,38,6.7795000000000005,1,38,70,86,False
57,92,6.4990000000000006,57,57,70,92,False
73,59,2.728,73,59,73,59,False
28,56,6.121,28,56,70,70,False
30,77,8.089500000000001,30,77,77,77,False
50,61,7.242,50,50,70,61,False
84,4,6.0395,84,4,70,70,False
22,54,1.22,22,54,22,54,False
15,38,1.8855,15,38,15,38,False
33,92,1.933,33,92,33,92,False
65,62,6.1155,65,62,70,34,False
39,72,6.0175,39,72,70,70,False
33,12,7.993,33,12,15,33,False
21,19,6.452,21,19,70,34,False
33,41,7.726,41,41,70,33,False
73,60,3.3315,73,60,73,60,False
52,63,2.9415,52,63,52,63,False
59,97,9.524000000000001,59,97,70,59,False
10,72,6.507,10,72,70,67,False
91,13,2.0345,91,13,91,13,False
